id,name,height,weight,base_experience,types,abilities,hp,attack,defense,speed,image_url
10027,pumpkaboo-small,3,35,67,"['ghost', 'grass']","['pickup', 'frisk', 'insomnia']",44,66,70,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10027.png
10028,pumpkaboo-large,5,75,67,"['ghost', 'grass']","['pickup', 'frisk', 'insomnia']",54,66,70,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10028.png
10029,pumpkaboo-super,8,150,67,"['ghost', 'grass']","['pickup', 'frisk', 'insomnia']",59,66,70,41,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10029.png
10030,gourgeist-small,7,95,173,"['ghost', 'grass']","['pickup', 'frisk', 'insomnia']",55,85,122,99,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10030.png
10031,gourgeist-large,11,140,173,"['ghost', 'grass']","['pickup', 'frisk', 'insomnia']",75,95,122,69,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10031.png
10032,gourgeist-super,17,390,173,"['ghost', 'grass']","['pickup', 'frisk', 'insomnia']",85,100,122,54,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10032.png
10033,venusaur-mega,24,1555,281,"['grass', 'poison']",['thick-fat'],80,100,123,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10033.png
10034,charizard-mega-x,17,1105,285,"['fire', 'dragon']",['tough-claws'],78,130,111,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10034.png
10035,charizard-mega-y,17,1005,285,"['fire', 'flying']",['drought'],78,104,78,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10035.png
10036,blastoise-mega,16,1011,284,['water'],['mega-launcher'],79,103,120,78,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10036.png
10037,alakazam-mega,12,480,270,['psychic'],['trace'],55,50,65,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10037.png
10038,gengar-mega,14,405,270,"['ghost', 'poison']",['shadow-tag'],60,65,80,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10038.png
10039,kangaskhan-mega,22,1000,207,['normal'],['parental-bond'],105,125,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10039.png
10040,pinsir-mega,17,590,210,"['bug', 'flying']",['aerilate'],65,155,120,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10040.png
10041,gyarados-mega,65,3050,224,"['water', 'dark']",['mold-breaker'],95,155,109,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10041.png
10042,aerodactyl-mega,21,790,215,"['rock', 'flying']",['tough-claws'],80,135,85,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10042.png
10043,mewtwo-mega-x,23,1270,351,"['psychic', 'fighting']",['steadfast'],106,190,100,130,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10043.png
10044,mewtwo-mega-y,15,330,351,['psychic'],['insomnia'],106,150,70,140,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10044.png
10045,ampharos-mega,14,615,275,"['electric', 'dragon']",['mold-breaker'],90,95,105,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10045.png
10046,scizor-mega,20,1250,210,"['bug', 'steel']",['technician'],70,150,140,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10046.png
10047,heracross-mega,17,625,210,"['bug', 'fighting']",['skill-link'],80,185,115,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10047.png
10048,houndoom-mega,19,495,210,"['dark', 'fire']",['solar-power'],75,90,90,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10048.png
10049,tyranitar-mega,25,2550,315,"['rock', 'dark']",['sand-stream'],100,164,150,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10049.png
10050,blaziken-mega,19,520,284,"['fire', 'fighting']",['speed-boost'],80,160,80,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10050.png
10051,gardevoir-mega,16,484,278,"['psychic', 'fairy']",['pixilate'],68,85,65,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10051.png
10052,mawile-mega,10,235,168,"['steel', 'fairy']",['huge-power'],50,105,125,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10052.png
10053,aggron-mega,22,3950,284,['steel'],['filter'],70,140,230,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10053.png
10054,medicham-mega,13,315,179,"['fighting', 'psychic']",['pure-power'],60,100,85,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10054.png
10055,manectric-mega,18,440,201,['electric'],['intimidate'],70,75,80,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10055.png
10056,banette-mega,12,130,194,['ghost'],['prankster'],64,165,75,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10056.png
10057,absol-mega,12,490,198,['dark'],['magic-bounce'],65,150,60,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10057.png
10058,garchomp-mega,19,950,315,"['dragon', 'ground']",['sand-force'],108,170,115,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10058.png
10059,lucario-mega,13,575,219,"['fighting', 'steel']",['adaptability'],70,145,88,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10059.png
10060,abomasnow-mega,27,1850,208,"['grass', 'ice']",['snow-warning'],90,132,105,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10060.png
10061,floette-eternal,2,9,243,['fairy'],"['flower-veil', 'symbiosis']",74,65,67,92,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10061.png
10062,latias-mega,18,520,315,"['dragon', 'psychic']",['levitate'],80,100,120,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10062.png
10063,latios-mega,23,700,315,"['dragon', 'psychic']",['levitate'],80,130,100,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10063.png
10064,swampert-mega,19,1020,286,"['water', 'ground']",['swift-swim'],100,150,110,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10064.png
10065,sceptile-mega,19,552,284,"['grass', 'dragon']",['lightning-rod'],70,110,75,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10065.png
10066,sableye-mega,5,1610,168,"['dark', 'ghost']",['magic-bounce'],50,85,125,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10066.png
10067,altaria-mega,15,206,207,"['dragon', 'fairy']",['pixilate'],75,110,110,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10067.png
10068,gallade-mega,16,564,278,"['psychic', 'fighting']",['inner-focus'],68,165,95,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10068.png
10069,audino-mega,15,320,425,"['normal', 'fairy']",['healer'],103,60,126,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10069.png
10070,sharpedo-mega,25,1303,196,"['water', 'dark']",['strong-jaw'],70,140,70,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10070.png
10071,slowbro-mega,20,1200,207,"['water', 'psychic']",['shell-armor'],95,75,180,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10071.png
10072,steelix-mega,105,7400,214,"['steel', 'ground']",['sand-force'],75,125,230,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10072.png
10073,pidgeot-mega,22,505,261,"['normal', 'flying']",['no-guard'],83,80,80,121,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10073.png
10074,glalie-mega,21,3502,203,['ice'],['refrigerate'],80,120,80,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10074.png
10075,diancie-mega,11,278,315,"['rock', 'fairy']",['magic-bounce'],50,160,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10075.png
10076,metagross-mega,25,9429,315,"['steel', 'psychic']",['tough-claws'],80,145,150,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10076.png
10077,kyogre-primal,98,4300,347,['water'],['primordial-sea'],100,150,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10077.png
10078,groudon-primal,50,9997,347,"['ground', 'fire']",['desolate-land'],100,180,160,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10078.png
10079,rayquaza-mega,108,3920,351,"['dragon', 'flying']",['delta-stream'],105,180,100,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10079.png
10080,pikachu-rock-star,4,60,112,['electric'],"['static', 'lightning-rod']",35,55,40,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10080.png
10081,pikachu-belle,4,60,112,['electric'],"['static', 'lightning-rod']",35,55,40,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10081.png
10082,pikachu-pop-star,4,60,112,['electric'],"['static', 'lightning-rod']",35,55,40,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10082.png
10083,pikachu-phd,4,60,112,['electric'],"['static', 'lightning-rod']",35,55,40,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10083.png
10084,pikachu-libre,4,60,112,['electric'],"['static', 'lightning-rod']",35,55,40,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10084.png
10085,pikachu-cosplay,4,60,112,['electric'],"['static', 'lightning-rod']",35,55,40,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10085.png
10086,hoopa-unbound,65,4900,306,"['psychic', 'dark']",['magician'],80,160,60,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10086.png
10087,camerupt-mega,25,3205,196,"['fire', 'ground']",['sheer-force'],70,120,100,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10087.png
10088,lopunny-mega,13,283,203,"['normal', 'fighting']",['scrappy'],65,136,94,135,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10088.png
10089,salamence-mega,18,1126,315,"['dragon', 'flying']",['aerilate'],95,145,130,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10089.png
10090,beedrill-mega,14,405,223,"['bug', 'poison']",['adaptability'],65,150,40,145,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10090.png
10091,rattata-alola,3,38,51,"['dark', 'normal']","['gluttony', 'hustle', 'thick-fat']",30,56,35,72,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10091.png
10092,raticate-alola,7,255,145,"['dark', 'normal']","['gluttony', 'hustle', 'thick-fat']",75,71,70,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10092.png
10093,raticate-totem-alola,14,1050,145,"['dark', 'normal']","['gluttony', 'hustle', 'thick-fat']",75,71,70,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10093.png
10094,pikachu-original-cap,4,60,112,['electric'],"['static', 'lightning-rod']",35,55,40,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10094.png
10095,pikachu-hoenn-cap,4,60,112,['electric'],"['static', 'lightning-rod']",35,55,40,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10095.png
10096,pikachu-sinnoh-cap,4,60,112,['electric'],"['static', 'lightning-rod']",35,55,40,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10096.png
10097,pikachu-unova-cap,4,60,112,['electric'],"['static', 'lightning-rod']",35,55,40,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10097.png
10098,pikachu-kalos-cap,4,60,112,['electric'],"['static', 'lightning-rod']",35,55,40,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10098.png
10099,pikachu-alola-cap,4,60,112,['electric'],"['static', 'lightning-rod']",35,55,40,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10099.png
10100,raichu-alola,7,210,243,"['electric', 'psychic']",['surge-surfer'],60,85,50,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10100.png
10101,sandshrew-alola,7,400,60,"['ice', 'steel']","['snow-cloak', 'slush-rush']",50,75,90,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10101.png
10102,sandslash-alola,12,550,158,"['ice', 'steel']","['snow-cloak', 'slush-rush']",75,100,120,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10102.png
10103,vulpix-alola,6,99,60,['ice'],"['snow-cloak', 'snow-warning']",38,41,40,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10103.png
10104,ninetales-alola,11,199,177,"['ice', 'fairy']","['snow-cloak', 'snow-warning']",73,67,75,109,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10104.png
10105,diglett-alola,2,10,53,"['ground', 'steel']","['sand-veil', 'tangling-hair', 'sand-force']",10,55,30,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10105.png
10106,dugtrio-alola,7,666,149,"['ground', 'steel']","['sand-veil', 'tangling-hair', 'sand-force']",35,100,60,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10106.png
10107,meowth-alola,4,42,58,['dark'],"['pickup', 'technician', 'rattled']",40,35,35,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10107.png
10108,persian-alola,11,330,154,['dark'],"['fur-coat', 'technician', 'rattled']",65,60,60,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10108.png
10109,geodude-alola,4,203,60,"['rock', 'electric']","['magnet-pull', 'sturdy', 'galvanize']",40,80,100,20,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10109.png
10110,graveler-alola,10,1100,137,"['rock', 'electric']","['magnet-pull', 'sturdy', 'galvanize']",55,95,115,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10110.png
10111,golem-alola,17,3160,223,"['rock', 'electric']","['magnet-pull', 'sturdy', 'galvanize']",80,120,130,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10111.png
10112,grimer-alola,7,420,65,"['poison', 'dark']","['poison-touch', 'gluttony', 'power-of-alchemy']",80,80,50,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10112.png
10113,muk-alola,10,520,175,"['poison', 'dark']","['poison-touch', 'gluttony', 'power-of-alchemy']",105,105,75,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10113.png
10114,exeggutor-alola,109,4156,186,"['grass', 'dragon']","['frisk', 'harvest']",95,105,85,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10114.png
10115,marowak-alola,10,340,149,"['fire', 'ghost']","['cursed-body', 'lightning-rod', 'rock-head']",60,80,110,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10115.png
10116,greninja-battle-bond,15,400,239,"['water', 'dark']",['battle-bond'],72,95,67,122,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10116.png
10117,greninja-ash,15,400,288,"['water', 'dark']",['battle-bond'],72,145,67,132,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10117.png
10118,zygarde-10-power-construct,12,335,243,"['dragon', 'ground']",['power-construct'],54,100,71,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10118.png
10119,zygarde-50-power-construct,50,3050,300,"['dragon', 'ground']",['power-construct'],108,100,121,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10119.png
10120,zygarde-complete,45,6100,354,"['dragon', 'ground']",['power-construct'],216,100,121,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10120.png
10121,gumshoos-totem,14,600,146,['normal'],"['stakeout', 'strong-jaw', 'adaptability']",88,110,60,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10121.png
10122,vikavolt-totem,26,1475,225,"['bug', 'electric']",['levitate'],77,70,90,43,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10122.png
10123,oricorio-pom-pom,6,34,167,"['electric', 'flying']",['dancer'],75,70,70,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10123.png
10124,oricorio-pau,6,34,167,"['psychic', 'flying']",['dancer'],75,70,70,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10124.png
10125,oricorio-sensu,6,34,167,"['ghost', 'flying']",['dancer'],75,70,70,93,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10125.png
10126,lycanroc-midnight,11,250,170,['rock'],"['keen-eye', 'vital-spirit', 'no-guard']",85,115,75,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10126.png
10127,wishiwashi-school,82,786,217,['water'],['schooling'],45,140,130,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10127.png
10128,lurantis-totem,15,580,168,['grass'],"['leaf-guard', 'contrary']",70,105,90,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10128.png
10129,salazzle-totem,21,810,168,"['poison', 'fire']","['corrosion', 'oblivious']",68,64,60,117,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10129.png
10130,minior-orange-meteor,3,400,154,"['rock', 'flying']",['shields-down'],60,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10130.png
10131,minior-yellow-meteor,3,400,154,"['rock', 'flying']",['shields-down'],60,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10131.png
10132,minior-green-meteor,3,400,154,"['rock', 'flying']",['shields-down'],60,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10132.png
10133,minior-blue-meteor,3,400,154,"['rock', 'flying']",['shields-down'],60,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10133.png
10134,minior-indigo-meteor,3,400,154,"['rock', 'flying']",['shields-down'],60,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10134.png
10135,minior-violet-meteor,3,400,154,"['rock', 'flying']",['shields-down'],60,60,100,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10135.png
10136,minior-red,3,3,175,"['rock', 'flying']",['shields-down'],60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10136.png
10137,minior-orange,3,3,175,"['rock', 'flying']",['shields-down'],60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10137.png
10138,minior-yellow,3,3,175,"['rock', 'flying']",['shields-down'],60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10138.png
10139,minior-green,3,3,175,"['rock', 'flying']",['shields-down'],60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10139.png
10140,minior-blue,3,3,175,"['rock', 'flying']",['shields-down'],60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10140.png
10141,minior-indigo,3,3,175,"['rock', 'flying']",['shields-down'],60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10141.png
10142,minior-violet,3,3,175,"['rock', 'flying']",['shields-down'],60,100,60,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10142.png
10143,mimikyu-busted,2,7,167,"['ghost', 'fairy']",['disguise'],55,90,80,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10143.png
10144,mimikyu-totem-disguised,4,28,167,"['ghost', 'fairy']",['disguise'],55,90,80,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10144.png
10145,mimikyu-totem-busted,4,28,167,"['ghost', 'fairy']",['disguise'],55,90,80,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10145.png
10146,kommo-o-totem,24,2075,270,"['dragon', 'fighting']","['bulletproof', 'soundproof', 'overcoat']",75,110,125,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10146.png
10147,magearna-original,10,805,300,"['steel', 'fairy']",['soul-heart'],80,95,115,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10147.png
10148,pikachu-partner-cap,4,60,112,['electric'],"['static', 'lightning-rod']",35,55,40,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10148.png
10149,marowak-totem,17,980,149,"['fire', 'ghost']","['cursed-body', 'lightning-rod', 'rock-head']",60,80,110,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10149.png
10150,ribombee-totem,4,20,162,"['bug', 'fairy']","['honey-gather', 'shield-dust', 'sweet-veil']",60,55,60,124,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10150.png
10151,rockruff-own-tempo,5,92,56,['rock'],['own-tempo'],45,65,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10151.png
10152,lycanroc-dusk,8,250,170,['rock'],['tough-claws'],75,117,65,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10152.png
10153,araquanid-totem,31,2175,159,"['water', 'bug']","['water-bubble', 'water-absorb']",68,70,92,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10153.png
10154,togedemaru-totem,6,130,152,"['electric', 'steel']","['iron-barbs', 'lightning-rod', 'sturdy']",65,98,63,96,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10154.png
10155,necrozma-dusk,38,4600,340,"['psychic', 'steel']",['prism-armor'],97,157,127,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10155.png
10156,necrozma-dawn,42,3500,340,"['psychic', 'ghost']",['prism-armor'],97,113,109,77,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10156.png
10157,necrozma-ultra,75,2300,339,"['psychic', 'dragon']",['neuroforce'],97,167,97,129,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10157.png
10158,pikachu-starter,4,60,86,['electric'],"['static', 'lightning-rod']",45,80,50,120,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10158.png
10159,eevee-starter,3,65,87,['normal'],"['run-away', 'adaptability', 'anticipation']",65,75,70,75,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10159.png
10160,pikachu-world-cap,4,60,112,['electric'],"['static', 'lightning-rod']",35,55,40,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10160.png
10161,meowth-galar,4,75,58,['steel'],"['pickup', 'tough-claws', 'unnerve']",50,65,55,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10161.png
10162,ponyta-galar,8,240,82,['psychic'],"['run-away', 'pastel-veil', 'anticipation']",50,85,55,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10162.png
10163,rapidash-galar,17,800,175,"['psychic', 'fairy']","['run-away', 'pastel-veil', 'anticipation']",65,100,70,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10163.png
10164,slowpoke-galar,12,360,63,['psychic'],"['gluttony', 'own-tempo', 'regenerator']",90,65,65,15,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10164.png
10165,slowbro-galar,16,705,172,"['poison', 'psychic']","['quick-draw', 'own-tempo', 'regenerator']",95,100,95,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10165.png
10166,farfetchd-galar,8,420,132,['fighting'],"['steadfast', 'scrappy']",52,95,55,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10166.png
10167,weezing-galar,30,160,172,"['poison', 'fairy']","['levitate', 'neutralizing-gas', 'misty-surge']",65,90,120,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10167.png
10168,mr-mime-galar,14,568,161,"['ice', 'psychic']","['vital-spirit', 'screen-cleaner', 'ice-body']",50,65,65,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10168.png
10169,articuno-galar,17,509,290,"['psychic', 'flying']",['competitive'],90,85,85,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10169.png
10170,zapdos-galar,16,582,290,"['fighting', 'flying']",['defiant'],90,125,90,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10170.png
